test_id|interface|title|conf|url|pre-update database|pre-update table|pre-query mongo|pre-update mongo|wopParticipantID|wopSignkey|mopParticipantID|mopSignkey|data|expected|check_mongo|check_mongo_expected|update database|update_mongo|test_scenario
25-1|CPM Token|CPM Token-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "wopToken": "#autotest_data#", "evonetUserReference": "#autotest_data#"}}|{"code": "S0000", "message": "Success."}|||||all
25-2|CPM Payment|CPM Payment-交易成功-修改状态为failed|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"mopToken": {"value": "#mopToken#"}, "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}, "storeInfo": {"id": "auto storeId", "localName": "auto localName", "mcc": "7011"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|||{"status" : "failed"}|all
25-3|Payment Inquiry|CPM原交易状态为失败”-查询成功||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#originalEvonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"failed","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
26-1|CPM Token|CPM Token-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "wopToken": "#autotest_data#", "evonetUserReference": "#autotest_data#"}}|{"code": "S0000", "message": "Success."}|||||all
26-2|CPM Payment|CPM Payment-交易成功-修改状态为processing|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"mopToken": {"value": "#mopToken#"}, "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}, "storeInfo": {"id": "auto storeId", "localName": "auto localName", "mcc": "7011"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|||{"status" : "processing"}|all
26-3Payment InquiryCPM原交易状态为processing”-查询成功/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#WOP_Auto_JCoinPay_01MOP_Auto_GrabPay_01{"evonetOrderNumber": "#originalEvonetOrderNumber#"}{"code": "S0000", "message": "Success."}{"evonetOrderNumber": "#evonetOrderNumber#"}{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}all
27-1|CPM Token|CPM Token-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "wopToken": "#autotest_data#", "evonetUserReference": "#autotest_data#"}}|{"code": "S0000", "message": "Success."}|||||all
27-2|CPM Payment|CPM Payment-交易成功-修改状态为authorizing|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"mopToken": {"value": "#mopToken#"}, "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}, "storeInfo": {"id": "auto storeId", "localName": "auto localName", "mcc": "7011"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|||{"status" : "authorizing"}|all
27-3|Payment Inquiry|CPM原交易状态为authorizing”-查询成功||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#originalEvonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
28-1|MPM QR Verification|MPM QR Verification-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay01.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
28-2|MPM Payment Authentication|MPM Payment Authentication-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "abcdrfg"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
28-3|Payment Notification|Payment Notification-MPM通知失败|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#", "evonetOrderCreateTime": "#evonetOrderCreateTime#", "userPayTime": "#userPayTime#", "transResult": {"status": "failed", "message": "failed"}}|{"code": "S0000", "message": "Success."}|||||all
28-4|Payment Inquiry|Payment Inquiry-查询MPM原交易失败的||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#evonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"failed","wopStatus":"failed","mopStatus":"failed"}|||all
29-1|MPM QR Verification|MPM QR Verification-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay01.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
29-2|MPM Payment Authentication|MPM Payment Authentication-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "abcdrfg"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
29-3|Payment Notification|Payment Notification-MPM通知成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#", "evonetOrderCreateTime": "#evonetOrderCreateTime#", "userPayTime": "#userPayTime#", "transResult": {"status": "succeeded", "message": "Success"}}|{"code": "S0000", "message": "Success."}|||||all
29-4|Refund|Refund-MPM全额退款成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"originalEvonetOrderNumber": "#originalEvonetOrderNumber#", "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
29-5|Payment Inquiry|MPM原交易状态为“全额退款”-查询成功||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#originalEvonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"fully refunded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
30-1|MPM QR Verification|MPM QR Verification-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay01.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
30-2|MPM Payment Authentication|MPM Payment Authentication-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "abcdrfg"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|||||all
30-3|Payment Notification|Payment Notification-MPM通知成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#", "evonetOrderCreateTime": "#evonetOrderCreateTime#", "userPayTime": "#userPayTime#", "transResult": {"status": "succeeded", "message": "Success"}}|{"code": "S0000", "message": "Success."}|||||all
30-4|Refund|Refund-MPM部分退款成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"originalEvonetOrderNumber": "#originalEvonetOrderNumber#", "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "2"}}|{"code": "S0000", "message": "Success."}|||||all
30-5|Payment Inquiry|MPM原交易状态为“部分退款”-查询成功||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#originalEvonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"partially refunded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
31-1|MPM QR Verification|MPM QR Verification-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "evonetUserReference": "#autotest_data#"}, "qrPayload": "https://AutoGrabPay01.com", "location": "JPN"}|{"code": "S0000", "message": "Success."}|||||all
31-2|MPM Payment Authentication|MPM Payment Authentication-交易成功-修改状态为processing|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetReference": "#evonetReference#", "userData": {"wopUserReference": "abcdrfg"}, "wopOrderNumber": "#wopOrderNumber#", "wopTransTime": "#wopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}||||all
31-3|Payment Inquiry|MPM原交易状态为processing”-查询成功||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#originalEvonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
33-1|CPM Token|CPM Token-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "wopToken": "#autotest_data#", "evonetUserReference": "#autotest_data#"}}|{"code": "S0000", "message": "Success."}|||||all
33-2|CPM Payment|CPM Payment-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"mopToken": {"value": "#mopToken#"}, "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}, "storeInfo": {"id": "auto storeId", "localName": "auto localName", "mcc": "7011"}}|{"code": "S0000", "message": "Success."}|||||all
33-3|Payment Inquiry|Payment Inquiry-查询CPM原交易成功的||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
33-4|Payment Inquiry|Payment Inquiry-查询CPM原交易成功的evonetOrderNumber(重复)||/v0/payment/mop/paymentinquiry?evonetOrderNumber=#originalEvonetOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
34-1|CPM Token|CPM Token-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"brandID": "Auto_GrabPay_01", "userData": {"wopUserReference": "#autotest_data#", "wopToken": "#autotest_data#", "evonetUserReference": "#autotest_data#"}}|{"code": "S0000", "message": "Success."}|||||all
34-2|CPM Payment|CPM Payment-交易成功|||||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"mopToken": {"value": "#mopToken#"}, "mopOrderNumber": "#mopOrderNumber#", "mopTransTime": "#mopTransTime#", "transAmount": {"currency": "JPY", "value": "23"}, "storeInfo": {"id": "auto storeId", "localName": "auto localName", "mcc": "7011"}}|{"code": "S0000", "message": "Success."}|||||all
34-3|Payment Inquiry|Payment Inquiry-查询CPM原交易成功的mopOrderNumber||/v0/payment/mop/paymentinquiry?mopOrderNumber=#originalMopOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
34-4|Payment Inquiry|Payment Inquiry-查询CPM原交易成功的mopOrderNumber(重复)||/v0/payment/mop/paymentinquiry?mopOrderNumber=#originalMopOrderNumber#|||||WOP_Auto_JCoinPay_01||MOP_Auto_GrabPay_01||{"evonetOrderNumber": "#evonetOrderNumber#"}|{"code": "S0000", "message": "Success."}|{"evonetOrderNumber": "#evonetOrderNumber#"}|{"status":"succeeded","wopStatus":"succeeded","mopStatus":"succeeded"}|||all
